Index,Tag,Atag,Btag,pIC50_MMP12,smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No,AB-MPS Score,ALogP,Acid pKa 1,Acid pKa 2,Acid pKa 3,Asphericity (3D),Basic pKa 1,Basic pKa 2,Basic pKa 3,Cumulative Charge (7.4),Eccentricity (3D),Formal Charge,Fraction Aromatic,Fraction Csp3,Fraction NO Atoms,Fraction PSA,Fraction Planar,Fractional PolarSASA,Fractional PolarSurfaceArea,Hydrophilic Volume,Hydrophobic Volume,Hydrophobic surface,InertialShapeFactor (3D),Ionization Category (7.4),Ionized Formal Charge,Ionized Number of Negative Atoms,Ionized Number of Positive Atoms,Ionized SMILES,KOWlogP,MPO Score,MPO.PET Score,MPO.v2 Score,Molecular Weight,NPR1 (3D),NPR2 (3D),Neutral SMILES,Number of Acceptor Lone Pairs,Number of Aromatic Atoms,Number of AromaticBonds,Number of AromaticRings,Number of Bonds,Number of C Atoms,Number of Csp3 Atoms,Number of Donor Hydrogens,Number of HAcceptors,Number of HDonors,Number of Heavy Atoms,Number of Heteroatoms,Number of NO Atoms,Number of NonAromaticRings,Number of Planar Ring Atoms,Number of Ring Assemblies,Number of Rings,Number of RotatableBonds,Number of Stereocenters,Ovality,PAMPA Category,PAMPA Comments,PAMPA Predicted value,PBF (3D),PHOSPHOLIPIDOSIS Amphiphilic vector,PHOSPHOLIPIDOSIS Predicted InVitro,PHOSPHOLIPIDOSIS Predicted InVivo,PSA,PolarSASA,PolarSASA (3D),PolarSurfaceArea,Quantitative Estimate of Drug-Likeness (QED),Radius of Gyration,RadiusOfGyration (3D),Rotational Volume,SASA,SASA (3D),SpherocityIndex (3D),SurfaceArea,Total Charge (7.4),Total Surface,Total Volume,Volume (3D),"mlCYP1A2 (HLM,3c)","mlCYP1A2 (HLM,3c) Gdns","mlCYP2C19 (HLM,3c)","mlCYP2C19 (HLM,3c) Gdns","mlCYP2C9 (HLM,3c)","mlCYP2C9 (HLM,3c) Gdns","mlCYP2D6 (HLM,3c)","mlCYP2D6 (HLM,3c) Gdns","mlCYP3A4 (HLM,3c)","mlCYP3A4 (HLM,3c) Gdns","mlClearance (HEP,h3c)","mlClearance (HEP,h3c) Gdns","mlClearance (HEP,m3c)","mlClearance (HEP,m3c) Gdns","mlClearance (MIC,h3c)","mlClearance (MIC,h3c) Gdns","mlClearance (MIC,m3c)","mlClearance (MIC,m3c) Gdns",mlCytotox (HEK293),mlCytotox (HEK293) Uncert,mlGSH (2c),mlGSH (2c) Gdns,mlHERG (2c),mlHERG (2c) Gdns,mlHERG (3c),mlHERG (3c) Gdns,mlLogD,mlLogD Gdns,mlMNT (2c),mlMNT (2c) Gdns,mlPAMPA (2c),mlPAMPA (2c) Gdns,"mlPGP (APER,mouse)","mlPGP (APER,mouse) Gdns",mlPGP (Papp AB),mlPGP (Papp AB) Gdns,mlPGP (h2c),mlPGP (h2c) Gdns,mlPGP (h4c),mlPGP (h4c) Gdns,mlPGP (m2c),mlPGP (m2c) Gdns,mlPGP (m4c),mlPGP (m4c) Gdns,mlPL (2c),mlPL (2c) Gdns,mlPPB (h3c),mlPPB (h3c) Gdns,mlPPB (human),mlPPB (human) Gdns,mlPPB (m3c),mlPPB (m3c) Gdns,mlPPB (mouse),mlPPB (mouse) Gdns,mlPPB (rat),mlPPB (rat) Gdns,mlPS (h3c),mlPS (h3c) Gdns,mlPS (m3c),mlPS (m3c) Gdns,"mlPapp (PGP,3c)","mlPapp (PGP,3c) Gdns","mlPapp (PGP,m3c)","mlPapp (PGP,m3c) Gdns",mlPhototox (2c),mlPhototox (2c) Gdns,mlSolubility (3c),mlSolubility (3c) Gdns,
1858,A38B08,A38,B08,4.5,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)c3ccc(F)cc3,46,33,>98,,11.56,4.61,3.47,11.24,,0.59,,,,1,0.99,0,0.58,0.06,0.16,0.18,0.58,0.26,0.23,42.08,302.79,313.25,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2cccc(C(F)(F)F)c2)cc1)c1ccc(F)cc1,4.65,3.97,2,3.47,453.41,0.16,0.92,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3cc(C(F)(F)F)ccc3)cc2)(=O)=O)O,5,18,18,3,33,21,2,2,4,2,31,10,5,0,18,3,3,7,1,1.61,low,-,0.58,0.79,NULL,NEGATIVE,NEGATIVE,70.68,160.38,151.68,91.85,0.51,4.93,5,,622.7,628.93,0.12,406.12,-1,383.93,344.87,306.98,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.48,0.51,no flag,good,inactive (<= 5),best,weak (<= 5),best,1.44,good,neg,good,med2high,good,0.18,good,1.29,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),fair,no (<= 2),fair,neg,best,high (>= 2),good,2.16,good,high (>= 2),good,2.39,good,2.21,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),fair,low (<= 50),good,neg,good,high (>= 150 ug/ml),fair,
1859,A38B09,A38,B09,Not Made,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)c3ccc(F)cc3,46,23,47,,12.58,3.56,3.47,11.24,,0.59,,,,1,0.99,0,0.6,0.03,0.27,0.29,0.6,0.38,0.35,68.98,266.21,261.11,0,Acidic,-1,2,1,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2[N+](=O)[O-])cc1)c1ccc(F)cc1,3.51,3.72,2.37,3.22,430.41,0.17,0.94,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3c([N+]([O-])=O)cccc3)cc2)(=O)=O)O,8,18,18,3,32,20,1,2,6,2,30,10,8,0,18,3,3,7,1,1.58,low,charges out of test range,formal charge,-0.13,0.86,NULL,NEGATIVE,NEGATIVE,108.29,233.36,232.35,137.66,0.43,4.58,4.55,,608.56,602.92,0.15,395.1,-1,369.39,335.19,295.32,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.22,0.39,no flag,fair,inactive (<= 5),good,weak (<= 5),best,0.42,fair,neg,poor,low,poor,0.22,fair,1.2,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.94,good,high (>= 2),poor,2.15,fair,1.9,good,high  (>= 80),poor,high  (>= 80),fair,low (<= 50),best,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good
1860,A38B10,A38,B10,5.3,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,22,>98,Gen-8,12.21,4.05,3.47,11.24,,0.61,,,,1,0.99,0,0.58,0.06,0.26,0.28,0.58,0.37,0.33,68.88,279.99,276.13,0,Acidic,-1,2,1,Cc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)[O-])c3ccc(F)cc3)cc2)cc1[N+](=O)[O-],4.05,3.37,2,2.87,444.43,0.16,0.93,Cc1c([N+]([O-])=O)cc(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)cc1,8,18,18,3,33,21,2,2,6,2,31,10,8,0,18,3,3,7,1,1.61,low,charges out of test range,formal charge,-0.1,0.81,NULL,NEGATIVE,NEGATIVE,108.79,233.36,244.43,137.66,0.42,4.97,4.97,,628.06,636.53,0.11,416.53,-1,384.92,348.87,312.47,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),good,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.17,0.32,no flag,fair,inactive (<= 5),good,weak (<= 5),best,0.79,poor,neg,fair,low,poor,0.19,fair,1.14,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.97,fair,high (>= 2),fair,2.22,fair,1.97,good,high  (>= 80),poor,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good
1861,A38B11,A38,B11,4.8,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,17,>98,,12.88,2.79,3.47,11.24,,0.63,,,,1,0.99,0,0.58,0.06,0.23,0.24,0.58,0.31,0.29,58.41,296.99,296.42,0,Acidic,-1,1,0,CC(=O)Nc1cccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)[O-])c3ccc(F)cc3)cc2)c1,2.8,3.58,3,2.74,442.46,0.14,0.93,CC(Nc1cc(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)ccc1)=O,7,18,18,3,33,22,2,3,5,3,31,9,7,0,18,3,3,7,1,1.61,low,-,0.39,0.78,NULL,NEGATIVE,NEGATIVE,95.24,202.31,205.86,120.95,0.52,5.11,5.1,,648.74,648.12,0.1,417.19,-1,391.66,355.41,325.5,low (<= 5/50%),best,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.12,0.25,no flag,best,inactive (<= 5),good,weak (<= 5),best,0.12,fair,neg,fair,low,fair,0.24,fair,1.14,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.94,good,high (>= 2),poor,1.96,poor,1.88,best,high  (>= 80),poor,high  (>= 80),poor,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
1862,A38B12,A38,B12,5.2,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)c3ccc(F)cc3,46,18,>98,,11.18,3.87,3.47,11.24,,0.62,,,,1,0.99,0,0.64,0.04,0.18,0.2,0.64,0.27,0.25,42.08,275.78,279.8,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1)c1ccc(F)cc1,3.89,4.69,2.11,4.19,403.4,0.15,0.93,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3cc(F)ccc3)cc2)(=O)=O)O,5,18,18,3,30,20,1,2,4,2,28,8,5,0,18,3,3,6,1,1.56,low,-,0.54,0.78,NULL,NEGATIVE,NEGATIVE,70.66,160.38,152.81,91.85,0.65,4.61,4.61,,590.78,571.96,0.12,368.23,-1,350.46,317.86,282.63,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.25,0.39,no flag,good,inactive (<= 5),good,weak (<= 5),good,0.82,good,neg,poor,med2high,good,0.13,good,1.28,fair,low (<= 3),fair,no (<= 2),poor,low (<= 3),fair,no (<= 2),poor,neg,best,high (>= 2),poor,1.95,fair,high (>= 2),fair,2.32,fair,1.93,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1863,A38B13,A38,B13,4.4,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,44,>98,,12.54,3.65,3.47,11.24,,0.59,,,,1,0.99,0,0.62,0.07,0.21,0.21,0.62,0.27,0.26,47.3,287.43,290.39,0,Acidic,-1,1,0,COc1ccccc1-c1ccc(S(=O)(=O)N[C@H](C(=O)[O-])c2ccc(F)cc2)cc1,3.77,4.41,2.29,3.91,415.43,0.16,0.94,COc1c(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)cccc1,6,18,18,3,31,21,2,2,5,2,29,8,6,0,18,3,3,7,1,1.58,low,-,0.52,0.87,NULL,NEGATIVE,NEGATIVE,77.83,166.41,162.92,101.08,0.61,4.59,4.53,,617.87,604.84,0.15,392.62,-1,368.22,334.73,301.83,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),good,4.24,0.38,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.46,fair,neg,poor,med2high,poor,0.2,fair,1.23,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,2.05,good,high (>= 2),fair,2.37,fair,2.04,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1864,A38B14,A38,B14,4.9,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)c3ccc(F)cc3,46,26,>98,,11.02,4.33,3.47,11.24,,0.59,,,,1,0.99,0,0.64,0.04,0.18,0.2,0.64,0.27,0.24,42.08,284.35,287.41,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2Cl)cc1)c1ccc(F)cc1,4.33,4.35,2,3.85,419.85,0.16,0.94,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3c(Cl)cccc3)cc2)(=O)=O)O,5,18,18,3,30,20,1,2,4,2,28,8,5,0,18,3,3,6,1,1.56,low,-,0.57,0.77,NULL,NEGATIVE,NEGATIVE,70.7,160.38,154.35,91.85,0.62,4.5,4.5,,603.09,593.22,0.13,377.96,-1,358.11,326.43,291.89,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.29,0.41,no flag,good,inactive (<= 5),best,weak (<= 5),best,0.98,fair,neg,poor,med2high,good,0.16,good,1.27,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),fair,no (<= 2),poor,neg,best,high (>= 2),good,2.2,poor,high (>= 2),good,2.25,fair,2.19,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1865,A38B15,A38,B15,4.8,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)c3ccc(F)cc3,46,20,>98,,11.26,3.87,3.47,11.24,,0.6,,,,1,0.99,0,0.64,0.04,0.18,0.2,0.64,0.27,0.25,42.08,276.03,279.6,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2F)cc1)c1ccc(F)cc1,3.89,4.69,2.11,4.19,403.4,0.16,0.93,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3c(F)cccc3)cc2)(=O)=O)O,5,18,18,3,30,20,1,2,4,2,28,8,5,0,18,3,3,6,1,1.55,low,-,0.54,0.75,NULL,NEGATIVE,NEGATIVE,70.7,160.38,154.35,91.85,0.65,4.5,4.45,,590.78,581.16,0.12,368.19,-1,350.31,318.1,281.25,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.24,0.37,no flag,good,inactive (<= 5),best,weak (<= 5),best,0.74,fair,neg,poor,med2high,good,0.15,good,1.28,fair,low (<= 3),fair,no (<= 2),poor,low (<= 3),fair,no (<= 2),poor,neg,best,high (>= 2),poor,1.94,good,high (>= 2),poor,2.3,good,1.93,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1866,A38B16,A38,B16,Inactive,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,29,>98,,13.17,4,3.47,11.24,,0.57,,,,1,0.98,0,0.6,0.1,0.2,0.2,0.6,0.26,0.25,47.28,302.06,308.46,0,Acidic,-1,1,0,CCOc1ccccc1-c1ccc(S(=O)(=O)N[C@H](C(=O)[O-])c2ccc(F)cc2)cc1,4.26,4.14,2,3.64,429.46,0.17,0.95,CCOc1c(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)cccc1,6,18,18,3,32,22,3,2,5,2,30,8,6,0,18,3,3,8,1,1.61,low,-,0.55,0.93,NULL,NEGATIVE,NEGATIVE,77.6,166.41,156.82,101.08,0.56,4.67,4.62,,642.65,621.24,0.18,409.25,-1,386.06,349.34,311.78,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),fair,low (< 17.8),good,4.26,0.39,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.83,fair,neg,fair,med2high,fair,0.22,fair,1.19,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.13,fair,high (>= 2),fair,2.43,poor,2.13,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1867,A38B17,A38,B17,5.7,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,14,>98,,13.01,3.06,3.47,11.24,,0.63,,,,1,0.99,0,0.62,0.07,0.21,0.24,0.62,0.32,0.29,51.7,281.5,280.01,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccc(CO)cc2)cc1)c1ccc(F)cc1,2.77,4,2.78,3.17,415.43,0.15,0.91,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3ccc(CO)cc3)cc2)(=O)=O)O,6,18,18,3,31,21,2,3,5,3,29,8,6,0,18,3,3,7,1,1.58,low,-,0.41,0.68,NULL,NEGATIVE,NEGATIVE,87.55,195.88,206.12,112.08,0.55,4.85,4.83,,616.1,616.37,0.09,388.43,-1,367.56,333.2,299.78,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.18,0.34,no flag,good,inactive (<= 5),best,weak (<= 5),best,-0.01,fair,neg,poor,low,poor,0.16,fair,1.13,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,medium (1-2),poor,1.91,good,high (>= 2),poor,2.09,fair,1.91,good,high  (>= 80),poor,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1868,A38B18,A38,B18,6.4,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,3,>98,,12.45,5.06,3.47,11.24,,0.63,,,,1,0.99,0,0.6,0.13,0.17,0.18,0.6,0.25,0.22,42.08,313.04,321.17,0,Acidic,-1,1,0,CCCc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)[O-])c3ccc(F)cc3)cc2)cc1,5.22,3.96,2,3.46,427.49,0.14,0.91,CCCc1ccc(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)cc1,5,18,18,3,32,23,4,2,4,2,30,7,5,0,18,3,3,8,1,1.62,borderline,-,0.61,0.68,NULL,NEGATIVE,NEGATIVE,70.75,160.38,156.4,91.85,0.53,5.1,5.02,,650.74,654.57,0.08,413.39,-1,391.92,355.11,320.01,low (<= 5/50%),best,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),fair,4.38,0.5,no flag,good,inactive (<= 5),best,weak (<= 5),best,1.55,fair,neg,good,med2high,good,0.21,fair,1.25,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.23,fair,high (>= 2),good,2.45,fair,2.31,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,good,high (>= 150 ug/ml),poor,
1869,A38B19,A38,B19,6,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,4,>98,,11.8,4.61,3.47,11.24,,0.65,,,,1,0.99,0,0.62,0.1,0.17,0.19,0.62,0.26,0.23,42.08,298.6,304.86,0,Acidic,-1,1,0,CCc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)[O-])c3ccc(F)cc3)cc2)cc1,4.73,4.25,2,3.75,413.46,0.13,0.93,CCc1ccc(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)cc1,5,18,18,3,31,22,3,2,4,2,29,7,5,0,18,3,3,7,1,1.59,low,-,0.59,0.68,NULL,NEGATIVE,NEGATIVE,70.68,160.38,152.02,91.85,0.59,4.88,4.81,,625.96,609.34,0.09,395.98,-1,375.54,340.68,306.29,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.28,0.42,no flag,good,inactive (<= 5),best,weak (<= 5),best,1.2,fair,neg,fair,med2high,good,0.16,good,1.24,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.17,poor,high (>= 2),fair,2.4,fair,2.17,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
1870,A38B20,A38,B20,6,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)c4ccc(F)cc4,46,6,>98,,14.17,5.44,3.47,11.24,,0.74,,,,1,1,0,0.67,0.06,0.17,0.18,0.67,0.23,0.21,47.45,363.99,371.52,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccc(OCc3ccccc3)c(F)c2)cc1)c1ccc(F)cc1,5.68,3.13,1.88,2.63,509.52,0.1,0.95,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3cc(F)c(OCc4ccccc4)cc3)cc2)(=O)=O)O,6,24,24,4,39,27,2,2,5,2,36,9,6,0,24,4,4,9,1,1.68,borderline,-,0.62,0.7,NULL,NEGATIVE,NEGATIVE,78.94,166.41,163.19,101.08,0.31,6.17,6.12,,730.87,730.91,0.06,472.42,-1,450.46,411.43,362.89,low (<= 5/50%),best,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),poor,4.4,0.53,no flag,fair,inactive (<= 5),fair,weak (<= 5),good,1.83,fair,neg,best,med2high,fair,0.34,poor,1.14,poor,low (<= 3),poor,low (2-4),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),best,2.37,good,high (>= 2),best,2.69,good,2.41,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),fair,low (<= 50),good,neg,good,medium (5 - 150 ug/ml),poor,
1871,A38B21,A38,B21,4.5,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)c4ccc(F)cc4,46,34,>98,,13.37,5.22,3.47,11.24,,0.55,,,,1,0.98,0,0.71,0.03,0.18,0.18,0.71,0.24,0.23,47.03,343.85,346.13,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2Oc2ccccc2)cc1)c1ccc(F)cc1,4.91,3.29,2,2.79,477.5,0.18,0.9,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3c(Oc4ccccc4)cccc3)cc2)(=O)=O)O,6,24,24,4,37,26,1,2,5,2,34,8,6,0,24,4,4,8,1,1.64,low,-,0.58,0.83,NULL,NEGATIVE,NEGATIVE,77.55,166.41,161.89,101.08,0.36,4.84,4.79,,696.99,662.61,0.12,441.55,-1,423.69,390.87,342.65,low (<= 5/50%),best,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),best,low (<= 5/50%),good,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),poor,4.48,0.54,no flag,fair,inactive (<= 5),fair,weak (<= 5),good,1.63,fair,neg,best,med2high,fair,0.28,fair,1.11,poor,low (<= 3),poor,no (<= 2),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.44,fair,high (>= 2),best,2.61,best,2.45,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),poor,
1872,A38B22,A38,B22,4.3,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,42,98,,10.76,4.64,3.47,11.24,,0.58,,,,1,0.99,0,0.62,0.1,0.17,0.19,0.62,0.26,0.23,42.08,297.93,300.79,0,Acidic,-1,1,0,Cc1cccc(C)c1-c1ccc(S(=O)(=O)N[C@H](C(=O)[O-])c2ccc(F)cc2)cc1,4.78,4.24,2,3.74,413.46,0.17,0.91,Cc1c(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)c(C)ccc1,5,18,18,3,31,22,3,2,4,2,29,7,5,0,18,3,3,6,1,1.58,low,-,0.59,0.75,NULL,NEGATIVE,NEGATIVE,70.73,160.38,149.57,91.85,0.62,4.5,4.44,,620.67,592.46,0.12,400.06,-1,371.52,340,306.98,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),good,4.31,0.44,no flag,good,inactive (<= 5),best,weak (<= 5),best,1.24,fair,neg,fair,med2high,good,0.17,good,1.24,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.2,good,high (>= 2),fair,2.4,good,2.18,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
